"Nr. crt.","Regiune","Județ","Legislație/Mecanism finanțare","Autoritatea finanțatoare","Local/ central","Domeniu","An","Lista ONG","Suma","Contact ONG-WEBSITE","","{=INDEX(Autoritatea finanțatoare,MATCH(0,COUNTIF($D$4:D4,list),0))}"
"1733","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Cultură","2017","ASOCIAȚIA CULTURALĂ SZINT","8,000","","",""
"1734","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Cultură","2017","ASOCIAȚIA KEREKKO EGZESULET","3,000","","",""
"1735","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Cultură","2017","ASOCIAȚIA LIGA SCRIITORILOR MAGHIARI DIN ARDEAL","2,000","","",""
"1736","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Cultură","2017","ASOCIAȚIA CULTURALĂ HELIKON","2,000","","",""
"1737","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Cultură","2017","FUNDAȚIA DIESEL EVENTS","2,000","http://www.dieselevents.ro/","",""
"1738","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Cultură","2017","FUNDAȚIA DIESEL","3,000","","",""
"1739","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Cultură","2017","ASOCIAȚIA SIMEON","3,000","","",""
"1740","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Cultură","2017","ASOCIAȚIA OPERA2YOU","7,000","","",""
"1741","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Cultură","2017","ASOCIAȚIA FOTOPIA","3,000","http://asociatia-fotopia.ro/","",""
"1742","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Cultură","2017","ASOCIAȚIA ORDOGTERGYE","3,000","","",""
"1743","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Cultură","2017","ASOCIAȚIA ARGUMENTUM AD POPULUM","2,000","","",""
"1744","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Cultură","2017","FUNDAȚIA AGNUS MEDIA","2,000","","",""
"1745","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Cultură","2017","ASOCIAȚIA MUZICA MODUS-VIVENDI","2,000","http://asmovi.ro/","",""
"1746","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Cultură","2017","ASOCIAȚIA CEALALTĂ","2,000","","",""
"1747","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Cultură","2017","ASOCIAȚIA COLECTIV A","3,000","https://www.colectiva.ro/","",""
"1748","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Cultură","2017","ACADEMIA DE MUZICĂ ”GHEORGHE DIMA"" CLUJ-NAPOCA","2,602","https://www.amgd.ro/","",""
"1749","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Cultură","2017","ASOCIAȚIA KIFOR","3,500","http://www.ongcluj.ro/ro/content/asociatia-kifor","",""
"1750","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Cultură","2017","FUNDAȚIA ”TEOFILOS""","3,000","","",""
"1751","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Cultură","2017","ASOCIAȚIA EDUCAȚIE PENTRU VIAȚA MONTESSORI CLUJ","4,000","http://filopediamontessori.ro/","",""
"1752","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Cultură","2017","ASOCIAȚIA ECONOMIȘTILOR MAGHIARI DIN ROMÂNIA","7,800","","",""
"1753","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Cultură","2017","FUNDAȚIA CULTURALĂ ETNOSTAR","3,000","https://ro-ro.facebook.com/pages/category/Interest/Fundatia-culturala-ETNOSTAR-1690823071172722/","",""
"1754","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Cultură","2017","CONSORȚIUL STUDENȚILOR DIN ROMÂNIA","4,000","","",""
"1755","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Cultură","2017","ASOCIAȚIA DIALOGUS EGYESULET","1,809","https://www.civilek.hu/civil-szervezetek/dialogus-egyesulet/","",""
"1756","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Cultură","2017","ASOCIAȚIA AMICII OPEREI MAGHIARE DIN CLUJ","5,000","http://www.magyaropera.ro/index.php/ro/opera/asociatia-amicii-operei-maghiare/","",""
"1757","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Cultură","2017","ASOCIAȚIA SOCIO CULTURALĂ PRO IUVENTUTE","5,000","","",""
"1758","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Cultură","2017","ASOCIAȚIA PLAI-LABORATOR DE ARHITECTURĂ, INOVAȚIE ȘI EXPERIMENT","3,000","http://www.plai.ro/festival/","",""
"1759","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Cultură","2017","SOCIETATEA ROMÂNĂ MOZART","4,988","http://www.mozart-romania.ro/","",""
"1760","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Cultură","2017","ASOCIAȚIA MINIMASS","3,000","","",""
"1761","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Cultură","2017","ASOCIAȚIA ACADEMIEI DE MUZICĂ GHEORGHE DIMA","5,000","https://www.amgd.ro/","",""
"1762","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Cultură","2017","ASOCIȚIA PRO JANOS ZSIGMOND","3,000","http://www.janoszsigmond.ro/ro/","",""
"1763","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Cultură","2017","ASOCIAȚIA TERITORIALĂ A PERSOANELOR PERSECUTATE, REFUGIATE, DEPORTATE ȘI EXPULZATE DIN MOTIVE ETNICE SAU POLITICE","941","","",""
"1764","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Cultură","2017","ASOCIAȚIA FEMINA 2014 CÂMPIA TURZII","3,000","","",""
"1765","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Cultură","2017","ASOCIAȚIA LAPI DEJ","5,000","","",""
"1766","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Cultură","2017","FUNDAȚIA ANDREI MUREȘANU","3,000","http://www.fundatiaandreimuresanu.ro/","",""
"1767","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Cultură","2017","COLEGIUL NAȚIONAL ANDREI MUREȘANU","3,000","https://www.cnam.ro/","",""
"1768","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Cultură","2017","ASOCIAȚIA CULTURALĂ ASTRA","2,000","","",""
"1769","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Cultură","2017","ASOCIAȚIA PĂRINȚILOR, ELEVILOR ȘI PROFESORILOR DE LA SCOALA NR.1 DEJ","2,000","","",""
"1770","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Cultură","2017","ASOCIAȚIA DANSATORII DE PE SOMEȘ","2,000","","",""
"1771","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Cultură","2017","FUNDAȚIA CULTURALĂ TEKA","5,000","https://www.teka.ro/2013-12-16-13-53-39","",""
"1772","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Cultură","2017","TEATRUL AURELIU MANEA TURDA","5,000","https://teatrulaureliumaneaturda.ro/","",""
"1773","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Cultură","2017","ASOCIAȚIA CULTURA FĂRĂ FRONTIERE-TRANSILVANIA","2,787","","",""
"1774","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Cultură","2017","ASOCIAȚIA KALOTATASZEG","2,000","https://ro-ro.facebook.com/pages/category/Non-Governmental-Organization--NGO-/Tarnat-Kalotaszeg-Durabil-253955824655794/","",""
"1775","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Cultură","2017","ASOCIAȚIA ACTIVED 2013","2,000","https://www.facebook.com/rogiraso","",""
"1776","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Cultură","2017","STRUCTURA CLUBUL COPIILOR HUEDIN","5,000","http://clubulcopiilorhuedin.blogspot.com/","",""
"1777","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Cultură","2017","ASOCIAȚIA JUNII VLĂDESEI","2,788","","",""
"1778","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Cultură","2017","ASOCIAȚIA TRANSYLVANIAN CULTURAL DEVELOPMENT","4,000","","",""
"1779","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Cultură","2017","FUNDAȚIA KALLOS ZOLTAN","5,000","https://www.kallos.org.ro/","",""
"1780","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Cultură","2017","ASOCIAȚIA DE DEZVOLTARE COMUNITARĂ PROSPERA CĂMĂRAȘU","2,000","","",""
"1781","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Cultură","2017","ASOCIAȚIA BUDAI NAGY ANTAL","2,000","","",""
"1782","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Cultură","2017","ASOCIAȚIA CETATEA ZÎNELOR DIN COJOCNA","6,000","","",""
"1783","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Cultură","2017","ASOCIAȚIA CERCUL CULTURAL GHEORGHENI","2,000","","",""
"1784","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Cultură","2017","ASOCIAȚIA VECHI ȘI NOI","2,000","","",""
"1785","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Cultură","2017","ASOCIAȚIA CULTURALĂ MAGYARLONA","3,000","","",""
"1786","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Cultură","2017","ASOCIAȚIA HANGYA","2,000","","",""
"1787","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Cultură","2017","ASOCIAȚIA TRADIȚII ORMĂNENE","3,000","","",""
"1788","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Cultură","2017","ASOCIAȚIA CULTURALĂ MARISANA","3,000","https://b-m.facebook.com/Asociatia-Culturala-Marisana-745983175497902/?ref=page_internal&mt_nav=0","",""
"1789","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Cultură","2017","ASOCIAȚIA CERCUL CORAL MIXT DIN MIHAI VITEAZU","2,000","","",""
"1790","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Cultură","2017","ASOCIAȚIA ANSAMBLUL FOLCLORIC MUGURII MINTIULUI","2,000","","",""
"1791","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Cultură","2017","ASOCIAȚIA CULTURALĂ ARTEAST","3,000","","",""
"1792","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Cultură","2017","ASOCIAȚIA CULTURALĂ THAMO GYULA","4,000","","",""
"1793","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Cultură","2017","ASOCIAȚIA AGROTURISTICĂ SÂNCRAIU","2,000","http://www.sancraiu.ro/ro/agroturism/agroturism.htm","",""
"1794","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","CLUBUL SPORTIV UNIVERSITATEA CLUJ","110,000","","",""
"1795","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","ASOCIAŢIA JUDEŢEANĂ DE ŞAH CLUJ","8,000","https://ro-ro.facebook.com/pages/category/Non-Governmental-Organization--NGO-/Asociatia-Judeteana-de-Sah-Cluj-1207276102667229/","",""
"1796","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","CLUB SPORTIV IOAN BANDA","4,000","","",""
"1797","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","CS CLUJUL PEDALEAZĂ","15,000","http://www.clujulpedaleaza.ro/","",""
"1798","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","ACS TRANSILVANIA HORSE","3,000","","",""
"1799","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","ASOCIAŢIA CLUB SPORTIV VIITORUL CLUJ JUNIOR","4,000","","",""
"1800","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","CLUBUL SPORTIV KWAN CLUJ-NAPOCA","2,000","http://www.kwan.ro/","",""
"1801","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","ASOCIAŢIA JUDEŢEANĂ DE JUDO CLUJ","6,454","http://www.ajjcluj.ro/","",""
"1802","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","ASOCIAŢIA JUDEŢEANĂ DE TENIS DE MASĂ","15,000","http://frtmromania.ro/","",""
"1803","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","CLUBUL DE FOTBAL FEMININ CLUJANA","5,000","","",""
"1804","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","CLUBUL SPORTIV SAVU RACING","3,000","http://www.horatiusavu.com/old/contact.php","",""
"1805","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","ASOCIAŢIA JUDEŢEANĂ DE LUPTE CLUJ","12,000","https://ro-ro.facebook.com/AsociatiaJudeteanadeLupteCluj/","",""
"1806","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","CLUBUL SPORTIV CFR CLUJ","8,000","https://cfr1907.ro/","",""
"1807","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","ASOCIAŢIA CLUBUL SPORTIV DE FOTBAL JUNIORUL CLUJ","3,000","http://www.fotbaljuniorul.ro/index.php/ro/","",""
"1808","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","CLUBUL SPORTIV VOINŢA","20,000","http://www.vointa-cluj.ro/","",""
"1809","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","ASOCIAŢIA JUDEŢEANĂ DE CICLISM ŞI TRIATLON CLUJ","7,000","","",""
"1810","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","CLUB SPORTIV TRANSILVA","3,000","http://www.transilva.ro/","",""
"1811","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","CS MOTORHOME NAPOCA RALLY TEAM","30,000","","",""
"1812","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","LICEUL CU PROGRAM SPORTIV CLUJ-NAPOCA","10,000","http://lpscluj.ro/","",""
"1813","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","ASOCIAŢIA JUDEŢEANĂ DE ATLETISM CLUJ","19,677","","",""
"1814","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","CS DANNY UNGUR RACING","3,000","http://dannyungurracing.ro/","",""
"1815","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","ASOCIAȚIA POȚI FI ȘI TU CAMPION","5,000","https://ro-ro.facebook.com/potifisitucampion/","",""
"1816","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","CLUBUL SPORTIV U-BT CLUJ-NAPOCA","114,951","https://www.u-bt.ro/","",""
"1817","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","CS SĂNĂTATEA SERVICII PUBLICE CLUJ-NAPOCA","20,000","http://www.cssanatatea.ro/","",""
"1818","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","OLIMPIA UNIVERSITATEA TEHNICĂ CLUJ-NAPOCA","90,000","","",""
"1819","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","ASOCIAȚIA JUDEȚEANĂ DE BOX","6,073","","",""
"1820","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","ASOCIAȚIA JUDEȚEANĂ DE RUGBY CLUJ","20,000","https://www.facebook.com/Asociatia-Judeteana-De-Rugby-Cluj-897514393690190/","",""
"1821","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","CLUBUL SPORTIV ȘCOLAR VIITORUL","10,000","","",""
"1822","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","ASOCIAȚIA JUDEȚEANĂ DE FOTBAL CLUJ","9,000","http://www.frf-ajf.ro/cluj","",""
"1823","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","CLUBUL SPORTIV DE BOX OLIMPIA","3,727","","",""
"1824","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","CLUB HIPIC TARAXACUM","2,000","http://fer.org.ro/portfolio/club-hipic-taraxacum/","",""
"1825","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","ACS FOTBAL CLUB ARDEALUL","7,000","http://fc-ardealul.ro/home.html","",""
"1826","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","CLUB SPORTIV BOX CLUB ARENA CLUJ-NAPOCA","4,545","http://www.boxclubarenacluj.ro/","",""
"1827","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","CLUBUL SPORTIV MUNICIPAL CLUJ-NAPOCA","8,000","http://csmcj.ro/","",""
"1828","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","CLUB SPORTIV UMF","5,000","","",""
"1829","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","AS OLIMPIC STAR","3,000","","",""
"1830","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","CLUBUL SPORTIV PRO JUNIOR CLUJ-NAPOCA","3,000","","",""
"1831","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","ASOCIAȚIA CLUB SPORTIV PRO SQUASH CLUJ-NAPOCA","2,000","http://www.prosquash.ro/#/","",""
"1832","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","CLUBUL SPORTIV MĂNĂȘTUR","2,000","","",""
"1833","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","ASOCIAȚIA JUDEȚEANĂ DE KARATE TRADIȚIONAL CLUJ","5,000","","",""
"1834","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","CLUBUL SPORTIV UNIVERS CLUJ-NAPOCA","2,000","","",""
"1835","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","CLUB SPORTIV DELTA POWER","1,700","","",""
"1836","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","CENTRUL ȘI CLUBUL SPORTIV SCOȚIAN ROMÂN AL HANDICAPAȚILOR LAMONT","6,157","http://www.lamont.ro/index.php/ro/atelier-protejat-ro","",""
"1837","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","ASOCIAȚIA CLUB SPORTIV BADMINTON CLUB","3,000","","",""
"1838","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","PALATUL COPIILOR","9,000","http://palatulcopiilorcluj.ro/","",""
"1839","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","ASOCIAȚIA CLUB SPORTIV GEBEFUGI","2,000","http://schialpin.ro/wp/","",""
"1840","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","ASOCIAȚIA CLUB SPORTIV CLUJ CRUSADERS","2,000","https://www.cluj-crusaders.ro/about-us/","",""
"1841","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","CLUBUL SPORTIV AL SURZILOR TĂCEREA CLUJ","4,372","http://csstcluj.ro/","",""
"1842","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","ASOCIAȚIA SPORTIVĂ DE ÎNOT ORCA","2,000","http://club-orca.ro/","",""
"1843","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","CS POLITEHNICA CLUJ-NAPOCA","70,000","http://www.politehnica-cluj.ro/","",""
"1844","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","POLI KARATE CLUJ-NAPOCA","1,818","http://www.polikarate.ro/","",""
"1845","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","ASOCIAȚIA CLUB SPORTIV DSA CLUJ-NAPOCA","2,000","http://dsacluj.ro/","",""
"1846","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","ASOCIAȚIA CLUB SPORTIV ȘOIMII CÂMPIA TURZII","3,000","","",""
"1847","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","ASOCIAȚIA CLUB SPORTIV MUNICIPAL CÂMPIA TURZII","15,000","","",""
"1848","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","ACS INDUSTRIA SÂRMEI 1921 CÂMPIA TURZII","1,818","","",""
"1849","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","ASOCIAȚIA HANDBAL CLUB POTAISSA TURDA","130,000","http://www.ahcpotaissa.ro/","",""
"1850","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","ASOCIAȚIA POTAISSA CRAP CLUB SPORTIV","4,000","https://www.potaissacrapclub.ro/","",""
"1851","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","ASOCIAȚIA CLUBUL SPORTIV STICLA ARIEȘUL TURDA","4,000","","",""
"1852","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","ASOCIAȚIA CLUBUL SPORTIV DELFINII TURDA","2,000","","",""
"1853","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","ASOCIAŢIA SPORTIVĂ VIILE DEJULUI","7,000","","",""
"1854","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","CLUBUL SPORTIV UNIREA DEJ","117,458","http://voleiunirea.ro/","",""
"1855","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","FC UNIREA DEJ","35,000","","",""
"1856","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","ACS ACADEMIA DE FOTBAL PAUL PAPP DEJ","2,000","","",""
"1857","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","ASOCIAȚIA CLUB SPORTIV ARMENOPOLIS GHERLA","10,000","","",""
"1858","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","CLUBUL SPORTIV ATLETIC OLIMPIA GHERLA","2,000","","",""
"1859","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","ASOCIAȚIA SPORTIVĂ VIITORUL GHERLA","2,000","","",""
"1860","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","CSS CLUBUL COPIILOR HUEDIN","9,087","","",""
"1861","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","ASOCIAȚIA CLUB SPORTIV FOR YOU APAHIDA","2,000","https://www.facebook.com/pages/category/Nonprofit-Organization/ACS-For-You-Apahida-417879385069744/","",""
"1862","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","CS SOMEȘUL 2010 APAHIDA","7,000","","",""
"1863","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","ASOCIAȚIA SPORTIVĂ UNIREA CĂMĂRAȘU","6,000","","",""
"1864","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","ASOCIAŢIA CLUB SPORTIV GLORIA CĂTINA","5,600","","",""
"1865","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","AFC PLAIUL IACOBENI","3,000","","",""
"1866","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","ASOCIAȚIA SPORTIVĂ STEAUA ROȘIE BOLDUȚ","3,000","https://steauarosieboldut.wgz.ro/","",""
"1867","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","ASOCIAŢIA SPORTIVĂ ALVIO CUZDRIOARA","6,000","","",""
"1868","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","ASOCIAŢIA SPORTIVĂ VIITORUL FELEACU","6,000","","",""
"1869","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","CLUBUL SPORTIV SPORTING CLUJ-NAPOCA","2,000","","",""
"1870","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","AS VIITORUL GÂRBĂU","6,000","","",""
"1871","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","ASOCIAȚIA CLUB SPORTIV BOX CLUB GILĂU","2,000","","",""
"1872","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","AS OLIMPIA JICHIȘUL DE JOS","6,000","","",""
"1873","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","ASOCIAȚIA SPORTIVĂ PROGRESUL NIREȘ","2,727","","",""
"1874","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","AS RUGBY CLUB ARIEȘUL CLUJ","5,000","","",""
"1875","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","CLUBUL SPORTIV ARIEŞUL","3,000","","",""
"1876","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","ASOCIAȚIA SPORTIVĂ DE FOTBAL AVÂNTUL SUATU","2,000","","",""
"1877","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Sport","2017","ASOCIAȚIA SPORTIVĂ SOMEȘUL VAD","5,445","","",""
"1878","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","ASOCIAȚIA CLUBUL LIONS TRANSILVANIA, CLUJ-NAPOCA","892","http://lions-clubs.ro/club/cluj-napoca-transilvania/","",""
